"id","word","nature","index_word","n","tf","idf","tf_idf"
778,"东西","ns",9,222,0.244224422442244,1.57832835884945,0.385466331864222
624,"五星","nz",6,39,0.115727002967359,3.31744409459208,0.383917862578906
968,"功能","n",4,120,0.174927113702624,2.19351399793968,0.383705072525892
778,"感觉","n",5,219,0.240924092409241,1.59193401090523,0.383535256752745
231,"真的","d",1,225,0.244831338411317,1.56490533851731,0.383137868516207
161,"包装","v",12,127,0.179125528913963,2.13681865426314,0.382758771638108
132,"耳机","n",1,457,0.4462890625,0.856322349827525,0.382167298702323
275,"家里","s",3,51,0.125307125307125,3.0491801079974,0.382083993876825
983,"京东","ns",1,325,0.318627450980392,1.19718055839199,0.381454589683723
11,"喜欢","v",1,591,0.635483870967742,0.599189723315632,0.380775404816708
1075,"品牌","n",3,61,0.132608695652174,2.87013187654842,0.380604444498812
707,"效果","n",5,293,0.292123629112662,1.30083313170466,0.380004095303555
777,"音乐","n",4,102,0.160629921259843,2.35603292743746,0.378449383619875
484,"下单","n",4,106,0.162826420890937,2.31756664660966,0.377361082243662
583,"满意","v",9,294,0.29080118694362,1.29742597338305,0.377293013031272
938,"服务态度","n",1,53,0.125295508274232,3.01071382716961,0.377228919243473
562,"喜欢","v",1,591,0.629392971246006,0.599189723315632,0.377125800297698
211,"快递","v",1,175,0.205882352941176,1.81621976679822,0.373927599046691
135,"速度","n",4,128,0.175102599179207,2.12897547680211,0.372789139576841
777,"客服","n",1,99,0.155905511811024,2.38588589058714,0.371972760894688
777,"客服","n",7,99,0.155905511811024,2.38588589058714,0.371972760894688
604,"态度","n",2,50,0.121065375302663,3.06898273529358,0.371547546645712
1034,"非常适合","i",3,7,0.0736842105263158,5.03509559166642,0.371007043596473
392,"喜欢","v",10,591,0.618200836820084,0.599189723315632,0.370419588367718
864,"喜欢","v",2,591,0.618200836820084,0.599189723315632,0.370419588367718
850,"京东","ns",1,325,0.309229305423406,1.19718055839199,0.370203312537961
850,"京东","ns",7,325,0.309229305423406,1.19718055839199,0.370203312537961
624,"耐心","a",3,37,0.109792284866469,3.37008782807751,0.370009642845305
725,"喜欢","v",2,591,0.616910229645094,0.599189723315632,0.369646269811627
280,"漫步者","n",2,101,0.155624036979969,2.36588522388047,0.368188609571537
280,"漫步者","n",8,101,0.155624036979969,2.36588522388047,0.368188609571537
280,"漫步者","n",12,101,0.155624036979969,2.36588522388047,0.368188609571537
829,"很快","d",12,246,0.249240121580547,1.47567420478937,0.367797218214979
717,"好评","v",2,149,0.18601747815231,1.97705943477627,0.367767610214313
955,"满意","v",9,294,0.283236994219653,1.29742597338305,0.367479032923522
256,"东西","ns",4,222,0.231974921630094,1.57832835884945,0.366132597350656
654,"东西","ns",9,222,0.231974921630094,1.57832835884945,0.366132597350656
688,"东西","ns",4,222,0.231974921630094,1.57832835884945,0.366132597350656
688,"东西","ns",8,222,0.231974921630094,1.57832835884945,0.366132597350656
280,"产品","n",3,100,0.154083204930663,2.37583555473364,0.366076356661578
845,"推荐","v",8,126,0.17027027027027,2.14472383377025,0.365182706831151
161,"价格","n",9,116,0.16361071932299,2.22741554961536,0.364429060303783
215,"物流","n",5,237,0.240853658536585,1.5129455995866,0.36439848282726
548,"力","n",4,43,0.113157894736842,3.21980562502817,0.364346425990029
200,"感觉","n",38,219,0.22884012539185,1.59193401090523,0.364298378671103
280,"客服","n",10,99,0.152542372881356,2.38588589058714,0.363948695174309
231,"听","v",6,197,0.214363438520131,1.69780201198374,0.363946677215231
231,"听","v",12,197,0.214363438520131,1.69780201198374,0.363946677215231
589,"手感","n",1,95,0.149842271293375,2.42712884912119,0.363686499473995
829,"物流","n",11,237,0.240121580547112,1.5129455995866,0.363290888654533
1016,"稍微","d",2,5,0.0675675675675676,5.37156782828763,0.362943772181597
410,"声音","n",5,206,0.219382321618743,1.65312957193215,0.362667403427074
909,"很快","d",2,246,0.244532803180915,1.47567420478937,0.360850749878911
1077,"好用","x",10,66,0.129158512720157,2.7913509986953,0.360526743471409
583,"很快","d",2,246,0.243323442136499,1.47567420478937,0.359066126981389
647,"手机","n",4,182,0.201997780244173,1.77699905364493,0.358949864332273
732,"好用","x",5,66,0.128155339805825,2.7913509986953,0.357726535755126
161,"小巧","n",5,112,0.157968970380818,2.26250686942664,0.357405880642854
1028,"喜欢","v",3,591,0.596367305751766,0.599189723315632,0.357337160927889
841,"很快","d",13,246,0.242125984251968,1.47567420478937,0.357299069269866
46,"听","v",6,197,0.210245464247599,1.69780201198374,0.356955172210029
572,"学生","n",2,35,0.104166666666667,3.42565767923232,0.3568393415867
572,"英语","nz",5,35,0.104166666666667,3.42565767923232,0.3568393415867
909,"物流","n",1,237,0.23558648111332,1.5129455995866,0.356429529922489
542,"服务","vn",22,68,0.129032258064516,2.76149803554562,0.356322327167177
849,"喜欢","v",4,591,0.593969849246231,0.599189723315632,0.355900629627677
688,"收到","v",5,205,0.214211076280042,1.65799576158332,0.355161056556511
583,"物流","n",1,237,0.234421364985163,1.5129455995866,0.354666772603387
644,"蓝牙","ns",12,264,0.252390057361377,1.40505663757541,0.354622325353642
891,"舒适","a",4,30,0.099009900990099,3.57980835905957,0.354436471194017
300,"好评","v",7,149,0.179086538461538,1.97705943477627,0.354064730506808
300,"好评","v",8,149,0.179086538461538,1.97705943477627,0.354064730506808
300,"好评","v",9,149,0.179086538461538,1.97705943477627,0.354064730506808
479,"连接","v",3,181,0.198247535596933,1.7825087094559,0.353377958829703
247,"测试","vn",2,12,0.0784313725490196,4.49609909093373,0.352635222818332
727,"超级","b",1,111,0.155244755244755,2.2714755394094,0.35263466416006
869,"态度","n",8,50,0.11441647597254,3.06898273529358,0.351142189392859
132,"物流","n",5,237,0.2314453125,1.5129455995866,0.35016416709182
215,"音响","n",1,212,0.215447154471545,1.62441946604972,0.349976551628598
827,"好用","x",4,66,0.125237191650854,2.7913509986953,0.349580959988406
843,"耳机","n",1,457,0.408035714285714,0.856322349827525,0.349410101670695
707,"东西","ns",1,222,0.221335992023928,1.57832835884945,0.349340873045442
362,"物流","n",2,237,0.230320699708455,1.5129455995866,0.348462689117613
674,"物流","n",7,237,0.229873908826382,1.5129455995866,0.347786718818646
678,"喜欢","v",9,591,0.579980372914622,0.599189723315632,0.347518279175209
983,"特别","d",7,229,0.224509803921569,1.54728373716749,0.347380368442505
559,"听歌","v",7,94,0.142208774583964,2.43771095845173,0.34666388819132
815,"满意","v",1,294,0.266304347826087,1.29742597338305,0.345510177694399
983,"真的","d",3,225,0.220588235294118,1.56490533851731,0.345199707025877
362,"特别","d",3,229,0.222546161321672,1.54728373716749,0.344342056182075
533,"服务","vn",22,68,0.124542124542125,2.76149803554562,0.343922832265755
864,"质量","n",6,189,0.197698744769874,1.73925872566209,0.343849266893446
674,"喜欢","v",6,591,0.573229873908826,0.599189723315632,0.343473449543684
742,"功能","n",2,120,0.15645371577575,2.19351399793968,0.343183415583784
451,"话筒","n",6,67,0.122710622710623,2.77631312133076,0.340683111958171
