skuID,averagescore,commentCount,labelID
1338005,5,850123,生活方便:73 外观完好:34 非常好用:27 超级好用:13 高端大气:7 美丽大方:6 排便顺畅:5 没什么怪味:3 味道纯正:2 使用顺滑:1 
1178676,5,850133,生活方便:98 非常好用:32 超级好用:14 排便顺畅:7 香香甜甜:6 穿戴漂亮:6 美丽大方:6 清香好闻:5 工艺精致:2 顺心顺手:1 
1178664,5,850136,非常好用:30 清香扑鼻:9 宝贝漂亮:7 高端大气:5 美丽大方:4 安心可靠:4 使用顺滑:2 工艺精致:1 没什么怪味:1 拉便便顺畅:1 
1178665,5,850133,生活方便:89 外观完整:75 超级好用:22 香味宜人:16 宝贝漂亮:12 美丽大方:9 味道好闻:4 奶味纯正:3 特别顺畅:1 顺心顺手:1 
1178668,5,850136,生活方便:102 非常好用:41 超级好用:10 效果极佳:10 还是比较高:9 宝贝漂亮:8 特别顺畅:5 排便顺畅:2 没什么怪味:1 清香扑鼻:1 没有破损:1 
