comments
没有噪音， 好用，物流也快
京东售后真的很棒，坏了换一个也特别快，在这买电器很放心
东西一般收台的时候效果不行老年人用起不方便
收音机很满意
老爸很喜欢，不错得礼物，非常棒
整体感觉还可以的给老人用的
好就没用过收音机了，现在的收音机还挺不错的
好用，给家里老人用，很好
给老爸买的，可以
这个收音机收到后，一直收不到台，后来跟客服沟通换了一个，换的这个已经收到了，老爸说新换的这个能收到台，台多，声音清晰，质量非常好，大小也合适，出去散步装在兜里就可以了，非常方便 京东服务非常好，给你们点个赞
好，很适合老年人
爷爷说好
好评
很好，很满意 多次购买，家庭必备
第三个德生了
这款收音机非常好，之前用的就是这款，用了 年，今天想换个新的
技术太老了，方向性天线长短对声音影响太大，应该买技术新一些的，凑合用
物流快，收听效果还不错，性价比可以，推荐购买
送给家里长辈的，除了稍微有点大其他都很满意，操作很方便，特别适合老年人
眼花后的必备产品，老品牌，好
很不错，适合老年人使用，值得推荐 大牌有信任
不错的
外观很好
为啥不配电源呢，还得单独购买
给家里老年人买的，觉得还不错，老年人喜欢就好
京东物流很快，次日达，产品质量很不错，非常满意的购物体验
货收很好谢谢
还行，我主要是给家人在农村听，效果可以勉强用
已经使用一段时间了 非常好
音质很棒，送给妈妈的，她用起来很方便，特别喜欢
完美无缺
声音大，调台方便，就是播放时有一点杂音，没有匹配电源线不方便，其它还好
昨晚下的单，今早就到了，不得不承认京东就是快，打开看看还可以，因为地区有点偏僻，只能收听 频率，至于质量用过一段时间才知道，包装里面咋没合格证呢
复习考试资料，正品保障
给老人买的，质量还行，操作简单
八折购买的，给老人听，收听效果还行
中奖了，到手就声音有问题，完全是噪音
父亲说很喜欢，我就放心了，毕竟老牌子了
很好，是适合的收音机
京东用 买的比较划算，送来很快，收听效果好，服务态度好，全五星好评
东西不错，老人用起来挺方便
开关不好用，关了还有声，懒得退了，又买了另一个
买给我爸的 还不知道使用情况
老人很喜欢，音质也
不错，挺好的
携带方便，适合四六级使用
维修速度非常快 有故障及时修复
我觉得蛮好嘞 声音最大了，没有大家说的破音
老人家喜欢，不错的机器
给爸爸买的，还是老品牌信号好
德生收音机品质有保证质量很好，这款没有耳机和充电器确实方便性略低一些
小巧精致可爱，声音很好听，选台灵敏
商品不错，收音清晰灵敏，信号稳定
灵敏度高，配送服务好
收音机己经收到，还没使用 东西应该不错，用过后再来评价
很好，换货之后收音很好，没有任何问题
购买了德生的多台收音机了，仔细比较一下，还是这个型号的比较好一些
给老爸买的，这是第二台了，第一个被儿子不小心摔坏了，直接下单了一台
好不错
灰常好的东西，推荐使用
很不错，很喜欢
还不错吧 给家里老丈人买的，看他玩得挺开心的
给老丈人买的，很喜欢，老丈人喜欢就好 质量很好，就是功能少点，但也知足了，毕竟价格在这里呆着
除了电池稍微有点接触不良外，其他都还好吧
