"top10.word","top10.tf_idf"
"浪费",0.767565844220543
"欺骗",0.767565844220543
"一年",0.767565844220543
"昨天",0.767565844220543
"星期",0.767565844220543
"搞",0.767565844220543
"好多",0.767565844220543
"加钱",0.758263511262968
"亏了",0.758263511262968
"伤透",0.758263511262968
"短时间",0.758263511262968
"好不好",0.758263511262968
"调",0.758263511262968
"走人",0.758263511262968
"電話",0.758263511262968
"電影",0.758263511262968
"進去",0.758263511262968
"時間",0.758263511262968
"五次",0.758263511262968
"一部",0.758263511262968
"重啟",0.758263511262968
"自動",0.758263511262968
"搞不懂",0.758263511262968
"块",0.758263511262968
"弄裂",0.758263511262968
"小心",0.758263511262968
"半点",0.758263511262968
"侧",0.758263511262968
"发白",0.758263511262968
"广角",0.758263511262968
"新买",0.758263511262968
"正面",0.758263511262968
"跟本",0.758263511262968
"不怎么样",0.758263511262968
"延误",0.758263511262968
"马赛克",0.758263511262968
"坑人",0.758263511262968
"免费送",0.758263511262968
"机",0.75270459942194
"真心",0.742778362944941
"麻烦",0.742778362944941
"每次",0.742778362944941
"货到",0.742778362944941
"参加",0.742778362944941
"货",0.733642563461075
"感觉",0.733642563461075
"键",0.712391436812615
"商城",0.712391436812615
"只能",0.712391436812615
"三天",0.709642257347948
"配件",0.709642257347948
"两台",0.709642257347948
"自动",0.709642257347948
"送到",0.709642257347948
"掉",0.709642257347948
"画质",0.700231746528442
"效果",0.686699656841406
"包括",0.686699656841406
"清晰",0.683475894982136
"个人信息",0.674012010011527
"交了",0.674012010011527
"爹",0.674012010011527
"丫",0.674012010011527
"保修期",0.674012010011527
"多久",0.674012010011527
"无言以对",0.674012010011527
"闲人",0.674012010011527
"拆开来",0.674012010011527
"贵些",0.674012010011527
"打通",0.674012010011527
"太难",0.674012010011527
"厂商",0.674012010011527
"撒子",0.674012010011527
"道理",0.674012010011527
"打坏",0.674012010011527
"来到",0.674012010011527
"另收",0.674012010011527
"屏坏",0.671620113692975
"太慢",0.671620113692975
"好差",0.671620113692975
"无关",0.671620113692975
"抬",0.671620113692975
"桌子",0.671620113692975
"底部",0.671620113692975
"星",0.671620113692975
"换个",0.671620113692975
"买个",0.671620113692975
"烂",0.671620113692975
"骗人",0.671620113692975
"全是",0.671620113692975
"刷新率",0.671620113692975
"网购",0.668544818426265
"螺丝",0.668544818426265
"价保",0.668544818426265
"维修",0.668544818426265
"反正",0.668544818426265
"新",0.664444424737319
"约",0.662332773524752
"广告",0.658703873572793
"保障",0.646578949209506
"收到",0.646578949209506
"高",0.644813918794588
"系统",0.642400132159317
"屏幕",0.642400132159317
"费用",0.636667168238521
"说好",0.636667168238521
"太",0.635147266441517
"差",0.635147266441517
"走",0.633876606315144
"挂墙",0.620936975179455
"一颗",0.620936975179455
"下载",0.620936975179455
"电话",0.620647287911909
"屏",0.611368802884229
"希望",0.61062123155367
"师傅",0.60753412887301
"间隙",0.606610809010375
"壳体",0.606610809010375
"太大",0.606610809010375
"下次",0.606610809010375
"接通",0.606610809010375
"毛钱",0.606610809010375
"没差",0.606610809010375
"平时",0.606610809010375
"抢购",0.606610809010375
"折扣",0.606610809010375
"最低",0.606610809010375
"摸",0.606610809010375
"不爱",0.606610809010375
"累觉",0.606610809010375
"买到",0.606610809010375
"研究",0.606610809010375
"符号",0.606610809010375
"磨",0.606610809010375
"五天",0.606610809010375
"快进",0.606610809010375
"太不给力",0.606610809010375
"人员",0.604317130476065
"估计",0.596995656615978
"超",0.596995656615978
"吃饭",0.596995656615978
"放在",0.596995656615978
"块钱",0.596995656615978
"司机",0.596995656615978
"关键",0.596995656615978
"墙",0.596995656615978
"功能",0.596866906719291
"签收",0.596866906719291
"调试",0.596866906719291
"真的",0.595013127349086
"不便",0.594307158997453
"真",0.588599705864062
"爱奇艺",0.588599705864062
"不好",0.587347665633193
"回来",0.584976716122982
"架子",0.584976716122982
"促销",0.583526455440369
"售后",0.574100889416688
"挂架",0.571175126748081
"显示",0.566547309821311
"贵",0.557083772208706
"满意",0.552697644681075
"不送",0.551943977937293
"没用",0.551943977937293
"算",0.551943977937293
"五星",0.551943977937293
"负责",0.551943977937293
"日买",0.551464371827613
"适合",0.551464371827613
"真坑",0.551464371827613
"懂行",0.551464371827613
"家里人",0.551464371827613
"随意",0.551464371827613
"挺快",0.551464371827613
"同步",0.551464371827613
"逻辑",0.551464371827613
"拿来",0.551464371827613
"预定",0.551464371827613
"这逼样",0.551464371827613
"说声",0.551464371827613
"到位",0.551464371827613
"堆",0.551464371827613
"房间",0.551464371827613
"半天",0.551464371827613
"费劲",0.551464371827613
"磨叽",0.551464371827613
"说句话",0.551464371827613
"没商量",0.551464371827613
"退钱",0.551464371827613
"心寒",0.551464371827613
"想",0.538639805021879
"问",0.537646142444243
"失望透顶",0.53729609095438
"分钟",0.53729609095438
"很差",0.53729609095438
"双",0.53729609095438
"画面",0.532982141688318
"遥控器",0.529289388701264
"送",0.529289388701264
"保价",0.519979303220429
"电器",0.519979303220429
"挂",0.519979303220429
"不让",0.519979303220429
"设备",0.512921834505083
"情况",0.511729302758293
"挂件",0.511710562813696
"重启",0.511600205759392
"分辨率",0.511600205759392
"店",0.505764205567299
"安排",0.505509007508646
"包涵",0.505509007508646
"晃动",0.505509007508646
"框",0.505509007508646
"来回",0.505509007508646
"四边",0.505509007508646
"看不到",0.505509007508646
"可怕",0.505509007508646
"品控",0.505509007508646
"数",0.505509007508646
"出现异常",0.505509007508646
"降价",0.502152005722867
"优质",0.498333318552989
"套路",0.496749580143564
"解释",0.496749580143564
"辣鸡",0.496749580143564
"还好",0.488450991776709
"推销",0.488450991776709
"专业",0.488450991776709
"唱歌",0.488450991776709
"老人家",0.488450991776709
"麦克风",0.488450991776709
"花",0.488450991776709
"没人",0.488450991776709
"工作人员",0.488450991776709
"直播",0.488450991776709
"再也",0.488450991776709
"升级",0.488435645695766
"价格",0.488435645695766
"充值",0.4852886472083
"创维",0.4852886472083
"确认",0.474538710872591
"电源",0.473094838231966
"心情",0.47050276683771
"订单",0.468001925347044
"付款",0.46662369923875
"机和机",0.46662369923875
"爆买",0.46662369923875
"斗鱼",0.46662369923875
"多长时间",0.46662369923875
"明码标价",0.46662369923875
"套",0.46662369923875
"物超所值",0.46662369923875
"最起码",0.46662369923875
"五号",0.46662369923875
"不上",0.46662369923875
"数据线",0.46662369923875
"线",0.46662369923875
"自费",0.46662369923875
"瞪",0.46662369923875
"货一放",0.46662369923875
"教",0.46662369923875
"两眼",0.46662369923875
"爷",0.46662369923875
"写",0.45159052740324
"唯一",0.45159052740324
"讨厌",0.449341340007685
"越来越",0.449341340007685
"办",0.449341340007685
"动画片",0.449341340007685
"热情",0.447746742461984
"固定",0.447746742461984
"一碰",0.447746742461984
"做工",0.447746742461984
"好几个",0.447746742461984
"申请",0.447741051866872
"理解",0.446259845511815
"主机",0.44569654561751
"收货",0.445667017766965
"片源",0.444316039962431
"统一",0.442962949824879
"软件",0.437644841580276
"视频",0.437644841580276
"急眼",0.433293435007411
"太远",0.433293435007411
"问个问题",0.433293435007411
"闲",0.433293435007411
"放置",0.433293435007411
"付费",0.429875945863059
"发货",0.425009376677919
"带来",0.424165059409182
"高清",0.418659124882085
"日",0.418352282076121
"没收",0.41395798345297
"推荐",0.41359827887071
"月",0.405151834333604
"详情",0.405151834333604
"事",0.405151834333604
"光纤",0.404407206006916
"没见",0.404407206006916
"退款",0.404407206006916
"心是",0.404407206006916
"很弱",0.404407206006916
"满格",0.404407206006916
"一格",0.404407206006916
"但求",0.404407206006916
"点半",0.404407206006916
"点到",0.404407206006916
"骂",0.404407206006916
"没来",0.404407206006916
"这一星",0.404407206006916
"早",0.397911271146194
"材料",0.390208638867163
"包容",0.389984477415321
"机器人",0.389984477415321
"家里",0.389984477415321
"快递",0.388577147352336
"困扰",0.388577147352336
"手机",0.386127664979513
"回复",0.385544608588182
"真差",0.383782922110272
"法律效力",0.383782922110272
"纸质",0.383782922110272
"神器",0.383782922110272
"懂",0.382115061648895
"死机",0.382115061648895
"不带",0.382115061648895
"怎么回事",0.382115061648895
"保",0.379131755631484
"不负责任",0.379131755631484
"没准",0.379131755631484
"期骗",0.379131755631484
"上午",0.379131755631484
"爆粗",0.379131755631484
"个星",0.379131755631484
"口",0.379131755631484
"十几秒",0.379131755631484
"短",0.379131755631484
"多长",0.379131755631484
"挂不住",0.379131755631484
"规格",0.379131755631484
"弄坏",0.379131755631484
"动作片",0.379131755631484
"赫兹",0.379131755631484
"镜头",0.379131755631484
"看不出来",0.379131755631484
"看惯",0.379131755631484
"真烦",0.379131755631484
"第三方",0.377698206547541
"网络",0.377610142957906
"金属",0.371389181472471
"上门",0.367085789805324
"解答",0.365817846532643
"天天",0.363966485406225
"送达",0.362424231674901
"音频",0.358197393969587
"稳定",0.358197393969587
"后台",0.358197393969587
"清理",0.358197393969587
"按装",0.358197393969587
"大点",0.356829887653162
"风吹",0.356829887653162
"没说的",0.356829887653162
"像是",0.356829887653162
"纸糊",0.356829887653162
"缺失",0.356829887653162
"鞋套",0.356829887653162
"图片",0.356195718406308
"知晓",0.356195718406308
"在家",0.354821128673974
"及时处理",0.354821128673974
"咱家",0.354821128673974
"电子",0.354821128673974
"相关",0.351716682978866
"送货",0.350115873264221
"选择",0.346931704339623
"购物",0.345994215744882
"美好",0.343349828420703
"细细",0.343349828420703
"等待时间",0.343349828420703
"方式",0.343349828420703
"配送",0.342705076048849
"播放",0.342705076048849
"更好",0.340126066561433
"两",0.337006005005764
"卖出去",0.337006005005764
"所以然",0.337006005005764
"问个",0.337006005005764
"延保",0.337006005005764
"背景墙",0.337006005005764
"单据",0.337006005005764
"孔洞",0.337006005005764
"理赔",0.337006005005764
"没量",0.337006005005764
"评论",0.337006005005764
"价",0.335810056846488
"长",0.335810056846488
"速度快",0.335810056846488
"延迟",0.335810056846488
"连接",0.334691723393995
"工艺",0.332222212368659
"体会",0.332222212368659
"选材",0.332222212368659
"第一台",0.331166386762376
"接收",0.331166386762376
"一台",0.331166386762376
"下单",0.328796047759669
"做",0.328796047759669
"异常",0.328796047759669
"打电话",0.322406959397294
"品牌",0.322406959397294
"需求",0.320894917750645
"商品",0.320512361890154
"太深",0.319268846847566
"同事",0.319268846847566
"念头",0.319268846847566
"实体店",0.319268846847566
"完事",0.319268846847566
"选个",0.319268846847566
"样式",0.319268846847566
"总算",0.319268846847566
"高速",0.319268846847566
"黑白",0.319268846847566
"撕裂",0.319268846847566
"与动",0.319268846847566
"路程",0.318333584119261
"滴",0.318333584119261
"打造出",0.316056524090812
"高标准",0.316056524090812
"高品质",0.316056524090812
"用料",0.316056524090812
"原则",0.316056524090812
"信赖",0.316056524090812
"值得",0.316056524090812
"准确",0.313626916425808
"国家",0.313626916425808
"授权",0.313626916425808
"位置",0.311987581932257
"赠品",0.310468487589727
"下午",0.310468487589727
"父母",0.310468487589727
"懒得",0.310468487589727
"这款",0.310468487589727
"离谱",0.310468487589727
"输出",0.30666665757107
"确实",0.30666665757107
"资源",0.304448585447149
"比不上",0.303305404505187
"嘈杂",0.303305404505187
"感强",0.303305404505187
"几年",0.303305404505187
"乐视",0.303305404505187
"顺畅",0.303305404505187
"拖",0.303305404505187
"尾",0.303305404505187
"一分货",0.303305404505187
"一分钱",0.303305404505187
"滞后",0.303305404505187
"黑斑",0.303305404505187
"黑圈",0.303305404505187
"货前",0.303305404505187
"我换",0.303305404505187
"做好",0.303305404505187
"不像话",0.303305404505187
"鉴定",0.303305404505187
"投诉",0.303305404505187
"外力",0.303305404505187
"维权",0.303305404505187
"渣",0.303305404505187
"残次品",0.303305404505187
"狗屎",0.303305404505187
"机器",0.303305404505187
"家具",0.303305404505187
"牛",0.303305404505187
"碰坏",0.303305404505187
"全",0.303305404505187
"人治",0.303305404505187
"耍",0.303305404505187
"踢皮球",0.303305404505187
"泄露",0.298497828307989
"尺寸",0.298497828307989
"三个",0.298497828307989
"真想",0.298497828307989
"发现",0.298433453359646
"政策",0.297606424059041
"销售",0.294299852932031
"时间",0.293899522367957
"商品质量",0.292205635378567
"破",0.292205635378567
"次换",0.28886229000494
"儿童剧",0.28886229000494
"无时无刻",0.28886229000494
"形容",0.28886229000494
"言语",0.28886229000494
"永远都是",0.28886229000494
"早换",0.28886229000494
"比着",0.28886229000494
"差远了",0.28886229000494
"有史以来",0.28886229000494
"地板",0.28886229000494
"包太下",0.28886229000494
"好听",0.28886229000494
"买此",0.28886229000494
"女人",0.28886229000494
"装不下",0.28886229000494
"总规",0.28886229000494
"合作",0.28886229000494
"之间",0.28886229000494
"好看",0.28886229000494
"鸡肋",0.28886229000494
"音乐",0.28886229000494
"至少",0.28886229000494
"中有",0.288703302927962
"未",0.288363301091924
"可靠",0.285587563374041
"过程",0.284761896315994
"折腾",0.282787416291779
"寸",0.282787416291779
"流畅",0.282787416291779
"更换",0.282170216715798
"妹子",0.276348822340538
"不停",0.275971988968647
"系统升级",0.275732185913807
"电源线",0.275732185913807
"多要",0.275732185913807
"太短",0.275732185913807
"买不包",0.275732185913807
"俩个",0.275732185913807
"提前",0.275536456899682
"推到",0.275536456899682
"号",0.274256626318132
"好好",0.26864804547719
"边框",0.268513286564089
"动态",0.267146788804731
"观看",0.266989201439109
"操作",0.265777769894927
"儿童",0.264933109409901
"判断",0.263743830004511
"现状",0.263743830004511
"排查",0.263619289268345
"不知",0.262157069274685
"放心",0.262015201236098
"机是",0.261447147443981
"台",0.261447147443981
"状况",0.260139092578109
"机顶盒",0.259051431568224
"访问",0.258917542177828
"购买",0.256960052863727
"信息",0.255864651379146
"次",0.255855281406848
"孩子",0.255855281406848
"牌子",0.255855281406848
"反感",0.255855281406848
"宣传",0.255855281406848
"电脑",0.255855281406848
"交易",0.255855281406848
"提出",0.255855281406848
"提高",0.255855281406848
"电影",0.255855281406848
"消消气",0.252754503754323
"重视",0.252754503754323
"不论是",0.252754503754323
"减免",0.252754503754323
"两次",0.252754503754323
"券",0.252754503754323
"形式",0.252754503754323
"净水机",0.252754503754323
"私自",0.252754503754323
"就别",0.252754503754323
"老式",0.252754503754323
"中若",0.252754503754323
"多月",0.252754503754323
"感受",0.252754503754323
"寄出",0.252754503754323
"筷子",0.252754503754323
"厉害",0.252754503754323
"上市",0.252754503754323
"五一",0.252754503754323
"晕",0.252754503754323
"无好",0.252754503754323
"路由器",0.251072939698309
"清单",0.250082766617301
"公里",0.248374790071782
"第三台",0.248374790071782
"倾听",0.248374790071782
"心声",0.248374790071782
"赞许",0.248374790071782
"做出",0.248374790071782
"损坏",0.248374790071782
"通电",0.248374790071782
"还望",0.247592787648314
"本想",0.24264432360415
"充钱",0.24264432360415
"第一集",0.24264432360415
"儿歌",0.24264432360415
"飞侠",0.24264432360415
"可惜",0.24264432360415
"佩奇",0.24264432360415
"小猪",0.24264432360415
"要充",0.24264432360415
"全系列",0.24264432360415
"锁",0.24264432360415
"音质",0.242316868362714
"导致",0.240128393149024
"控制",0.237463812270872
"实在",0.236547419115983
"有待",0.236547419115983
"语音",0.236547419115983
"内容",0.235251383418855
"保护",0.234561588298403
"优秀",0.234000962673522
"更多人",0.233990686449193
"每日",0.233990686449193
"影片",0.233606996067122
"英寸",0.233311849619375
"全心全意",0.228470050699233
"解决",0.228191845618549
"加密",0.226770395891729
"第四",0.224670670003842
"黑线",0.224670670003842
"卡屏",0.224670670003842
"心累",0.224670670003842
"一条",0.224670670003842
"企业",0.224670670003842
"强迫",0.224670670003842
"窗口",0.224670670003842
"对话",0.224670670003842
"划算",0.224670670003842
"可气",0.224670670003842
"三十",0.224670670003842
"剩下",0.224670670003842
"受骗",0.224670670003842
"一月",0.224670670003842
"最新消息",0.224670670003842
"半个",0.223873371230992
"音箱",0.223873371230992
"这台",0.223873371230992
"迟迟",0.223873371230992
"包装",0.222976365066951
"影视",0.222848272808755
"为准",0.222075892370133
"培训",0.220847614390225
"改善",0.219312558324983
"账号",0.216852523213075
"大意",0.216646717503705
"光线",0.216646717503705
"亮度",0.216646717503705
"室内",0.216646717503705
"吐槽",0.216646717503705
"直观",0.214918436381752
"接口",0.214918436381752
"有线",0.214918436381752
"物流配送",0.213717431043785
"尽力",0.213717431043785
"协助",0.213717431043785
"应用程序",0.21222238941284
"一声",0.21222238941284
"深表歉意",0.21222238941284
"会为",0.211676224710944
"只好",0.20917614103806
"电池",0.209157717955185
"生气",0.206978991726485
"故障",0.206978991726485
"价格比",0.206978991726485
"功放",0.206652342674762
"家庭",0.206652342674762
"数字音频",0.206652342674762
"音响设备",0.206652342674762
"热点",0.206462370396347
"捷",0.206009897052422
"努力争取",0.206009897052422
"详细描述",0.205950513684836
"部门",0.20354041051789
"负分",0.202203603003458
"高质量",0.202203603003458
"机都",0.202203603003458
"机关",0.202203603003458
"四星",0.202203603003458
"一塌糊涂",0.202203603003458
"讲会",0.202203603003458
"问要",0.202203603003458
"国货",0.202203603003458
"老样子",0.202203603003458
"对话框",0.202203603003458
"告知",0.201591221205205
"帮",0.199333327421196
"第二台",0.198998552205326
"力",0.198998552205326
"不爽",0.198998552205326
"一集",0.198998552205326
"配合",0.198699832057426
"无线",0.198699832057426
"红外",0.196571740593066
"加载",0.196199901954687
"技术",0.19604466861662
"原厂",0.195680906132379
"美丽",0.195680906132379
"崩溃",0.195680906132379
"倒闭",0.195680906132379
"恨不得",0.195680906132379
"花钱买",0.195680906132379
"火大",0.195680906132379
"拉黑",0.195680906132379
"气",0.195680906132379
"无锡",0.195680906132379
"砸掉",0.195680906132379
"早日",0.195680906132379
"这家",0.195680906132379
"祝你们",0.195680906132379
"并会",0.194992238707661
"奉献给",0.194992238707661
"为本",0.194992238707661
"信心",0.194992238707661
"先",0.194992238707661
"用户",0.194992238707661
"非人",0.193768268594333
"变动",0.193444175638376
"时有",0.193444175638376
"屏幕提示",0.191561308108539
"外设",0.191057530824448
"变化",0.190391708916027
"波动",0.190391708916027
"市场",0.190391708916027
"涨价",0.190391708916027
"配",0.189565877815742
"正版",0.189565877815742
"秉承",0.189565877815742
"高性价比",0.189565877815742
"开心",0.189565877815742
"理念",0.189565877815742
"套餐",0.189565877815742
"喜好",0.189565877815742
"一位",0.189565877815742
"基础",0.189565877815742
"频道",0.189565877815742
"同学",0.189565877815742
"小爱",0.189565877815742
"法定",0.188484286332408
"履行职责",0.188484286332408
"界面",0.188176149855485
"依然",0.187281724593111
"大部分",0.1858412443859
"内置",0.1858412443859
"恢复",0.1852745141222
"添麻烦",0.184232548227025
"免费",0.184232548227025
"秒",0.183981325979098
"输入",0.183981325979098
"接",0.183821457275871
"板块",0.183821457275871
"多功能",0.183821457275871
"行业",0.183821457275871
"论坛",0.183821457275871
"玩法",0.183821457275871
"细节",0.182973298214665
"仔细",0.180610342149986
"完善",0.179340002043881
"好像",0.179098696984793
"意义",0.179098696984793
"震撼",0.179098696984793
"收钱",0.179098696984793
"有人",0.179098696984793
"程序",0.179098696984793
"管家",0.179098696984793
"踩得",0.178414943826581
"穿",0.178414943826581
"丢脸",0.178414943826581
"干净",0.178414943826581
"很脏",0.178414943826581
"教育",0.178414943826581
"客厅",0.178414943826581
"人员素质",0.178414943826581
"试开",0.178414943826581
"鞋子",0.178414943826581
"信赖感",0.178414943826581
"硬是",0.178414943826581
"主动",0.178414943826581
"施工",0.178266807106786
"介绍",0.177276839071495
"保证",0.175858341489433
"网点",0.175858341489433
"针对性",0.175003860985025
"物体",0.174676800824066
"耐心",0.173321319662703
"联网",0.173317374002964
"自动更新",0.173317374002964
"单机版",0.173317374002964
"高峰",0.173317374002964
"令人",0.173317374002964
"留言",0.173317374002964
"乱涨价",0.173317374002964
"全店",0.173317374002964
"任一",0.173317374002964
"同一时间",0.173317374002964
"一对",0.173317374002964
"页面",0.17156457540594
"非常重视",0.170576434252764
"环节",0.170576434252764
"逼真",0.167905028423244
"明亮动人",0.167905028423244
"清屏",0.167905028423244
"细腻",0.167905028423244
"本来",0.167905028423244
"智能",0.167905028423244
"明细",0.167484250896209
"顾客",0.166862140047944
"团队",0.16611110618433
"设计",0.165966260354041
"员",0.165583193381188
"内存",0.165583193381188
"塑料",0.163948867300101
"符合",0.163948867300101
"看图",0.163948867300101
"人为",0.163948867300101
"一米",0.163948867300101
"移机",0.163948867300101
"两份",0.163948867300101
"太次",0.163948867300101
"一辈子",0.163948867300101
"带有",0.163948867300101
"多项",0.163948867300101
"结构",0.163948867300101
"美学",0.163948867300101
"强度",0.163948867300101
"之初",0.163948867300101
"中",0.162820807409356
"螺钉",0.162816997258903
"收看",0.162816997258903
"错",0.161762882402767
"力求",0.161644737302377
"不断完善",0.160447458875322
"最新",0.160085595432682
"环保",0.159634423423783
"启用",0.159634423423783
"审核",0.159634423423783
"响应",0.159634423423783
"增值税",0.159634423423783
"比价",0.159634423423783
"两周",0.159634423423783
"明摆着",0.159634423423783
"入手",0.159634423423783
"太早",0.159634423423783
"一千",0.159634423423783
"一千六",0.159634423423783
"占用",0.159634423423783
"黑得",0.159634423423783
"驾",0.159634423423783
"座",0.159634423423783
"辅材费",0.159143578756464
"委托",0.159143578756464
"自理",0.159143578756464
"机界面",0.157698279410655
"键后",0.157698279410655
"卡",0.157698279410655
"现象",0.155993790966129
"员工",0.155775034567659
"爱奇",0.155541233079583
"误导",0.155541233079583
"消费",0.155541233079583
"艺版",0.155541233079583
"疯",0.155541233079583
"烂机",0.155541233079583
"老子",0.155541233079583
"雷军",0.155541233079583
"答复",0.155541233079583
"第三",0.155541233079583
"六号",0.155541233079583
"明天",0.155541233079583
"七号",0.155541233079583
"奇葩",0.155541233079583
"三号",0.155541233079583
"通知",0.155541233079583
"推迟",0.155541233079583
"问货到",0.155541233079583
"一而再",0.155541233079583
"一问三不知",0.155541233079583
"再而三",0.155541233079583
"大促",0.155541233079583
"电动牙刷",0.155541233079583
"告",0.155541233079583
"还给",0.155541233079583
"价位",0.155541233079583
"里",0.155541233079583
